Segment,Ship Mode,Region,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,TotalSale,SalesAfterDiscount
Corporate,First Class,North Asia,Critical,401.28,10,0.2,-5.22,108.34,4012.8,3210.24
Corporate,First Class,North Asia,Critical,311.07,2,0.5,-224.01,60.79,622.14,311.07
Corporate,First Class,North Asia,Critical,139.94,7,0.2,6.8,50.88,979.608,783.69
Corporate,Second Class,Southeast Asia,Medium,119.54,3,0.45,10.82,18.64,358.6275,197.25
Corporate,First Class,North Asia,Critical,114.81,2,0.5,-50.55,16.32,229.62,114.81
Corporate,Second Class,Southeast Asia,Medium,125.33,5,0.15,41.18,7.71,626.6625,532.66
Consumer,First Class,East,Medium,19.46,4,0.2,3.4,3.38,77.824,62.26
Corporate,Standard Class,Oceania,Medium,18.16,1,0.4,-10.01,2.15,18.162,10.9
Corporate,Standard Class,EMEA,Medium,509.88,4,0,5.04,41.89,2039.52,2039.52
Corporate,Standard Class,EMEA,Medium,385.86,2,0,92.58,29.88,771.72,771.72
Consumer,Standard Class,South,Medium,389.7,8,0.2,43.84,28.62,3117.568,2494.05
Corporate,Standard Class,Central,Medium,314.46,6,0,21.96,28.16,1886.76,1886.76
Consumer,Standard Class,South,Medium,161.57,2,0.2,-28.27,4.89,323.136,258.51
Consumer,Standard Class,Central,Medium,42.66,2,0.1,-4.74,4.67,85.32,76.79
Consumer,Standard Class,EMEA,Medium,73.03,2,0.6,-93.17,2.98,146.064,58.43
Corporate,Standard Class,North,High,29.04,2,0,1.14,2.56,58.08,58.08
Consumer,Standard Class,EMEA,Medium,17.88,1,0.6,-18.33,2.06,17.88,7.15
Consumer,Standard Class,EMEA,Medium,10.82,1,0.6,-9.76,0.73,10.824,4.33
Consumer,Standard Class,Central,High,4.52,1,0,1.12,0.48,4.52,4.52
Consumer,First Class,Central,Medium,552.5,3,0.1,110.42,53.34,1657.503,1491.75
Consumer,First Class,Central,High,436.05,10,0.1,-48.45,52.56,4360.5,3924.45
Consumer,Standard Class,Central,High,200.64,4,0,38.04,27.66,802.56,802.56
Consumer,Standard Class,Central,High,110.1,1,0,8.79,10.14,110.1,110.1
Consumer,Standard Class,Central,High,70.05,5,0,25.8,9.73,350.25,350.25
Consumer,First Class,Central,Medium,61.47,3,0,10.98,7.16,184.41,184.41
Consumer,First Class,North,Medium,62.72,2,0,12.52,6.73,125.44,125.44
Consumer,Standard Class,North,Medium,66,5,0,17.7,6.69,330,330
Consumer,First Class,North,Medium,29.96,2,0,12.28,6.38,59.92,59.92
Consumer,First Class,Central,Medium,54.43,3,0.1,-3.08,6.05,163.296,146.97
Consumer,Standard Class,North,Medium,84.96,6,0,31.32,4.75,509.76,509.76
Corporate,Standard Class,East,Low,36.48,6,0,18.24,4.66,218.88,218.88
Consumer,First Class,South,Critical,42.6,4,0,10.56,4.31,170.4,170.4
Consumer,Standard Class,EMEA,Low,26.1,1,0,6.78,3.75,26.1,26.1
Corporate,Second Class,Africa,High,21.3,2,0,5.28,3.64,42.6,42.6
Consumer,Standard Class,Central,High,14.04,2,0,5.04,1.9,28.08,28.08
Consumer,Standard Class,Central,High,14.55,1,0,3.78,1.64,14.55,14.55
Consumer,Standard Class,EMEA,Medium,19.76,1,0.6,-17.8,1.33,19.764,7.91
Consumer,Standard Class,EMEA,Medium,6.79,1,0.6,-2.21,0.46,6.792,2.72
Consumer,Standard Class,EMEA,Medium,4.94,1,0.6,-1.87,0.38,4.944,1.98
Consumer,Second Class,Oceania,High,545.4,4,0.1,60.6,106.53,2181.6,1963.44
Corporate,Second Class,EMEA,Medium,1272.42,2,0,356.22,87.08,2544.84,2544.84
Corporate,Second Class,North,High,271.05,5,0,56.85,55.23,1355.25,1355.25
Corporate,Standard Class,Southeast Asia,Medium,743.03,8,0.35,-114.49,55.15,5944.224,3863.75
Corporate,Standard Class,EMEA,Medium,643.98,1,0,193.17,51.51,643.98,643.98
Consumer,Standard Class,Central Asia,High,486.09,3,0,106.92,50.01,1458.27,1458.27
Corporate,Standard Class,North Asia,Medium,415.44,3,0,149.49,40.93,1246.32,1246.32
Consumer,First Class,North,Critical,146.56,2,0.2,38.44,38.33,293.12,234.5
Corporate,Standard Class,EMEA,Medium,372.96,6,0,149.04,37.48,2237.76,2237.76
Consumer,Standard Class,EMEA,Medium,522.06,2,0,20.88,32.17,1044.12,1044.12
Consumer,Standard Class,Central,Medium,332.01,7,0,112.77,30.02,2324.07,2324.07
Consumer,Standard Class,Africa,High,179.35,4,0.7,-310.97,28.1,717.408,215.22
Corporate,Standard Class,EMEA,Medium,277.14,2,0,91.44,24.23,554.28,554.28
Corporate,Second Class,North,High,183.6,3,0,56.88,23.77,550.8,550.8
Consumer,Standard Class,EMEA,Medium,308.7,6,0,77.04,23.27,1852.2,1852.2
Consumer,First Class,North,Medium,92.56,2,0.1,-1.04,18.52,185.112,166.6
Consumer,Standard Class,Central Asia,High,170.28,11,0,23.76,16.71,1873.08,1873.08
Consumer,Standard Class,EMEA,Medium,217.98,2,0,74.1,16.62,435.96,435.96
Corporate,Standard Class,North,Medium,204.66,5,0.1,-15.99,14.72,1023.3,920.97
Consumer,Second Class,Oceania,High,95.9,3,0.1,-9.67,14.68,287.712,258.94
Corporate,Standard Class,Caribbean,Medium,287.24,3,0.002,65.6,14.64,861.73308,860.01
Corporate,Second Class,EMEA,Medium,163.5,2,0,31.02,13.5,327,327
Corporate,Standard Class,North,Medium,171.45,5,0.1,-5.85,13.26,857.25,771.52
Corporate,Standard Class,EMEA,Medium,141.6,1,0,24.06,12.26,141.6,141.6
Consumer,First Class,North,Medium,51.57,5,0.1,17.67,10.36,257.85,232.06
Corporate,First Class,Central,Medium,205.92,8,0,51.36,9.43,1647.36,1647.36
Consumer,Standard Class,Central,Medium,110.02,5,0.1,-12.22,8.35,550.125,495.11
Corporate,Second Class,North,High,56.97,3,0,4.5,7.21,170.91,170.91
Corporate,Standard Class,EMEA,Medium,76.56,4,0,16.8,5.66,306.24,306.24
Corporate,Standard Class,EMEA,Medium,71.1,6,0,9.9,5.66,426.6,426.6
Consumer,Standard Class,Central,Medium,59.34,2,0,5.34,5.6,118.68,118.68
Corporate,Standard Class,Southeast Asia,Medium,121.5,2,0,49.8,5.39,243,243
Corporate,Standard Class,North,Medium,62.1,2,0.4,-39.36,5.25,124.2,74.52
Corporate,Second Class,North,High,80.64,3,0,18.54,5.09,241.92,241.92
Corporate,Standard Class,Canada,Medium,48.39,1,0,15,4.67,48.39,48.39
Corporate,Standard Class,North,Medium,63.07,8,0.1,25.15,4.57,504.576,454.12
Corporate,Second Class,North,High,33.6,2,0,10.08,4.26,67.2,67.2
Corporate,Second Class,North,High,31.92,2,0,1.86,4.26,63.84,63.84
Consumer,Standard Class,Central,Medium,41.94,3,0,7.92,3.94,125.82,125.82
Corporate,Standard Class,Caribbean,Medium,52,2,0,16.12,3.14,104,104
Corporate,Standard Class,EMEA,Medium,32.13,1,0,16.05,2.46,32.13,32.13
Consumer,Standard Class,EMEA,Medium,27.3,2,0,3.78,2.31,54.6,54.6
Corporate,Standard Class,Caribbean,Medium,45.28,4,0,0,2.04,181.12,181.12
Corporate,Standard Class,EMEA,Medium,25.74,2,0,10.8,1.62,51.48,51.48
Corporate,Standard Class,Canada,Medium,20.16,2,0,6.42,1.38,40.32,40.32
Corporate,Standard Class,North,Medium,17.09,3,0.1,-1.18,1.36,51.273,46.15
Corporate,Standard Class,Africa,Medium,17.52,1,0,5.43,1.32,17.52,17.52
Corporate,Standard Class,Canada,Medium,15.6,2,0,2.46,1.08,31.2,31.2
Corporate,Standard Class,EMEA,Medium,17.49,1,0,6.12,0.83,17.49,17.49
Corporate,Standard Class,Caribbean,Medium,26.32,4,0,8.64,0.74,105.28,105.28
Corporate,Standard Class,Canada,Medium,16.05,1,0,1.59,0.62,16.05,16.05
Corporate,Standard Class,North,Medium,41.93,1,0.1,2.3,0.6,41.931,37.74
Consumer,Standard Class,EMEA,Medium,6.81,1,0,1.89,0.45,6.81,6.81
Corporate,Standard Class,EMEA,Medium,4.89,1,0,1.17,0.31,4.89,4.89
Consumer,Standard Class,Central,Medium,43.65,3,0,9.54,0.09,130.95,130.95
Consumer,Standard Class,Central,Medium,1184.72,4,0,106.62,108.8,4738.88,4738.88
Corporate,Standard Class,West,High,302.38,3,0.2,22.68,60.33,907.128,725.7
Corporate,Standard Class,EMEA,Medium,492.96,4,0,14.76,50.55,1971.84,1971.84
Corporate,Standard Class,North,Medium,309.36,3,0,102.06,28.28,928.08,928.08
Consumer,Second Class,North,Medium,259.76,3,0.002,72.32,25.55,779.27832,777.72
Corporate,Standard Class,North,Medium,204.96,7,0,79.8,13.91,1434.72,1434.72
Corporate,Standard Class,East,Medium,330.59,1,0.4,-143.25,9.4,330.588,198.35
Consumer,Standard Class,North Asia,Medium,188.76,4,0,69.84,8.62,755.04,755.04
Corporate,Standard Class,North,Medium,167.76,3,0,10.02,7.59,503.28,503.28
Corporate,Standard Class,South,High,93.3,5,0,44.7,6.7,466.5,466.5
Consumer,Standard Class,North Asia,Medium,99.84,2,0,35.94,4.03,199.68,199.68
Corporate,Standard Class,North,Medium,120.4,7,0,21.56,3.17,842.8,842.8
Corporate,Standard Class,EMEA,Medium,28.23,1,0,0,3.11,28.23,28.23
Consumer,Standard Class,Central,Medium,39.12,4,0.6,-58.68,2.59,156.48,62.59
Corporate,Standard Class,North,Medium,29.72,2,0,4.16,2.32,59.44,59.44
Consumer,Standard Class,Central,Medium,21.74,3,0.5,-21.38,1.6,65.205,32.6
Consumer,Standard Class,South,High,16.13,3,0.4,2.69,1.39,48.384,29.03
Corporate,Standard Class,North,Medium,30,4,0,2.4,1.21,120,120
Corporate,Standard Class,North,Medium,44.82,3,0,11.16,1.21,134.46,134.46
Corporate,Standard Class,EMEA,Medium,21.48,2,0,2.52,1.04,42.96,42.96
Consumer,Standard Class,Caribbean,Medium,10.72,2,0,4.48,0.74,21.44,21.44
Consumer,Standard Class,Central,Medium,6.12,3,0,2.88,0.73,18.36,18.36
Corporate,Standard Class,North,Medium,8.34,3,0,3.72,0.55,25.02,25.02
Corporate,Standard Class,North,Medium,6.4,2,0,1.44,0.36,12.8,12.8
Consumer,Standard Class,Oceania,Medium,1859.13,5,0.3,-26.67,182.88,9295.65,6506.96
Consumer,Second Class,Africa,High,996.54,2,0,318.84,176.43,1993.08,1993.08
Consumer,Standard Class,EMEA,High,194.34,2,0,71.88,30.46,388.68,388.68
Consumer,Standard Class,Southeast Asia,Medium,329.38,2,0.17,-7.94,29.7,658.7544,546.77
Consumer,Standard Class,West,Medium,166.24,1,0,24.94,17.4,166.24,166.24
Consumer,Standard Class,EMEA,Medium,192.81,1,0.7,-205.68,14.94,192.807,57.84
Consumer,Second Class,Central,High,85.48,2,0.1,-1.94,13.65,170.964,153.87
Consumer,Second Class,Central,High,66.96,4,0,8.64,12.59,267.84,267.84
Corporate,Standard Class,Africa,Low,59.53,1,0.7,-105.17,5.57,59.526,17.86
Corporate,Standard Class,Africa,Low,48.57,1,0.7,-87.45,5.2,48.573,14.57
Consumer,Standard Class,Oceania,Medium,141.91,3,0.1,-7.94,4.72,425.736,383.16
Consumer,Standard Class,Southeast Asia,Medium,82.83,2,0.27,-2.31,4.18,165.6516,120.93
Consumer,Second Class,East,High,22.92,3,0,11.23,3.51,68.76,68.76
Corporate,Standard Class,Africa,Low,20.42,1,0.7,-37.45,3.3,20.421,6.13
Consumer,Standard Class,West,Medium,33.4,5,0,16.03,2.25,167,167
Consumer,Standard Class,EMEA,Medium,38.66,1,0.7,-81.22,1.67,38.664,11.6
Consumer,Standard Class,Southeast Asia,Medium,83.22,2,0.17,29.04,1.07,166.4316,138.14
Consumer,Standard Class,East,Medium,15.55,3,0.2,5.44,0.96,46.656,37.32
Consumer,Standard Class,EMEA,Medium,7.96,1,0.7,-7.96,0.5,7.965,2.39
Consumer,Standard Class,East,Medium,5.23,1,0.2,1.7,0.35,5.232,4.19
Consumer,Standard Class,North Asia,Medium,761.4,6,0,327.24,47.69,4568.4,4568.4
Corporate,Second Class,South,High,331.92,4,0,53.04,35.96,1327.68,1327.68
Consumer,Standard Class,North Asia,Medium,364.74,2,0,123.96,30.62,729.48,729.48
Consumer,First Class,Southeast Asia,High,136.58,5,0.47,-95.47,26.06,682.905,361.94
Corporate,Second Class,South,High,141.3,6,0,26.82,24.63,847.8,847.8
Corporate,Second Class,Central,Medium,323.4,7,0,70.98,19.95,2263.8,2263.8
Consumer,Standard Class,South,Medium,292.18,4,0.4,9.7,18.83,1168.704,701.22
Corporate,Standard Class,South,Medium,173.88,3,0,53.82,14.51,521.64,521.64
Corporate,Standard Class,Africa,High,93.84,4,0,31.8,10.96,375.36,375.36
Corporate,Second Class,Central,Medium,98.64,2,0,10.8,10.74,197.28,197.28
Corporate,Standard Class,North Asia,High,47.52,3,0,18.45,8.07,142.56,142.56
Consumer,First Class,Southeast Asia,High,50.69,4,0.47,-32.59,8.02,202.7568,107.46
Consumer,First Class,Southeast Asia,High,33.95,5,0.47,-15.4,7.8,169.7325,89.96
Consumer,Standard Class,Canada,High,56.46,1,0,14.1,7.68,56.46,56.46
Consumer,Standard Class,Canada,Medium,133.38,6,0,61.2,7.18,800.28,800.28
Consumer,First Class,Southeast Asia,High,26.82,3,0.17,3.51,7.1,80.4519,66.78
Consumer,First Class,Southeast Asia,High,31.39,2,0.47,-22.55,6.74,62.7732,33.27
Consumer,Standard Class,South,Medium,97.66,2,0.4,-37.46,5.62,195.312,117.19
Consumer,Standard Class,EMEA,Medium,114.78,2,0,7.98,5.23,229.56,229.56
Consumer,Standard Class,South,Medium,48.48,8,0.4,-24.32,4.15,387.84,232.7
Consumer,Standard Class,South,Medium,68.11,6,0.4,-38.69,2.61,408.672,245.2
Corporate,Standard Class,South,Medium,39.92,4,0,11.18,2.54,159.68,159.68
Corporate,Standard Class,South,Medium,32.54,2,0,15.94,2.01,65.08,65.08
Corporate,Standard Class,South,Medium,20.24,1,0,8.7,1.44,20.24,20.24
Consumer,Standard Class,South,Medium,10.8,3,0.4,0.9,0.83,32.4,19.44
Consumer,Standard Class,South,Medium,3.05,2,0.7,-3.07,0.3,6.096,1.83
Consumer,Standard Class,North Asia,Medium,21.72,2,0,3.42,0.19,43.44,43.44
Consumer,First Class,North,High,1011.7,7,0.2,126.34,205.22,7081.872,5665.5
Consumer,Standard Class,Central,High,1023.33,5,0.32,-30.1,155.64,5116.66,3479.33
Consumer,Standard Class,Central,High,711.86,7,0.15,293.12,66.93,4983.006,4235.56
Corporate,Standard Class,South,High,634.97,3,0.002,-1.27,63.66,1904.90256,1901.09
Consumer,Standard Class,Central,High,559.87,3,0.1,43.54,45.42,1679.616,1511.65
Corporate,Standard Class,South,High,297.48,2,0,145.74,43.49,594.96,594.96
Consumer,Standard Class,Central,High,600.56,3,0.3,-8.58,43.19,1801.674,1261.17
Consumer,Second Class,South,High,292.1,2,0,58.42,39.04,584.2,584.2
Consumer,Second Class,South,High,332.94,3,0,9.99,34.27,998.82,998.82
Corporate,Standard Class,Central,Medium,845.02,7,0.1,84.4,30.16,5915.133,5323.62
Consumer,First Class,North,High,341.6,5,0,88.8,28.49,1708,1708
Corporate,Standard Class,North,Medium,520.38,3,0,150.84,25.82,1561.14,1561.14
Corporate,Standard Class,Central,Medium,229.2,3,0,68.76,24.66,687.6,687.6
Consumer,Standard Class,Central,High,211.25,2,0.3,-66.39,22.73,422.492,295.74
Consumer,Standard Class,Oceania,Medium,599.28,4,0,17.88,21.41,2397.12,2397.12
Consumer,Second Class,South,High,206.1,5,0,55.65,18.99,1030.5,1030.5
Consumer,Standard Class,EMEA,Medium,211.68,8,0,73.92,16.33,1693.44,1693.44
Corporate,Standard Class,West,High,110.96,2,0,53.26,13.75,221.92,221.92
Corporate,Standard Class,North,Medium,290.73,11,0,119.13,12.71,3198.03,3198.03
Consumer,Standard Class,Oceania,Medium,138.35,3,0.1,58.34,12.1,415.044,373.54
Consumer,Standard Class,Central,High,62.04,4,0,1.8,10.85,248.16,248.16
Consumer,First Class,North,High,154.62,2,0.2,15.42,10.73,309.248,247.4
Consumer,Second Class,South,High,76.48,1,0.4,-49.73,10.18,76.482,45.89
Corporate,Standard Class,Southeast Asia,High,144.15,3,0.27,43.44,9.46,432.4374,315.68
Consumer,First Class,North,High,41.6,2,0,8.72,8.4,83.2,83.2
Corporate,Standard Class,Canada,Medium,73.02,2,0,10.92,7.69,146.04,146.04
Consumer,Standard Class,Central,High,39.99,1,0.2,7,7.47,39.992,31.99
Corporate,Standard Class,South,High,55.56,1,0,10,7.19,55.56,55.56
Consumer,Standard Class,EMEA,Medium,118.44,4,0,48.48,6.78,473.76,473.76
Corporate,Standard Class,West,High,45.68,2,0,21.01,6.77,91.36,91.36
Consumer,Standard Class,Oceania,Medium,72.54,2,0,7.92,6.42,145.08,145.08
Corporate,Standard Class,South,High,49.06,11,0,12.54,6.34,539.66,539.66
Corporate,Standard Class,EMEA,Medium,105.72,4,0,43.32,5.41,422.88,422.88
Corporate,Second Class,EMEA,Medium,133.2,6,0,11.88,5.29,799.2,799.2
Corporate,Standard Class,Central,Medium,107.4,2,0,44,5.1,214.8,214.8
Consumer,First Class,North,High,147.84,5,0.2,9.24,3.32,739.2,591.36
Corporate,Standard Class,Central,Medium,66.8,4,0,30,2.89,267.2,267.2
Consumer,Second Class,South,High,17.64,4,0,8.11,2.5,70.56,70.56
Corporate,Second Class,EMEA,Medium,17.88,1,0,6.06,2.44,17.88,17.88
Consumer,Second Class,South,High,17.76,2,0,8.88,2.32,35.52,35.52
Consumer,Second Class,East,High,15.01,2,0.2,1.5,2.21,30.016,24.01
Corporate,Standard Class,South,High,11.37,1,0,3.18,1.55,11.37,11.37
Consumer,Second Class,South,High,8.26,2,0,3.8,1.52,16.52,16.52
Corporate,Standard Class,Central,Medium,14.47,3,0.4,0.91,1.49,43.416,26.05
Corporate,Standard Class,South,High,26.52,2,0,12.18,1.29,53.04,53.04
Corporate,Second Class,EMEA,Medium,20.58,2,0,5.94,1.13,41.16,41.16
Corporate,Standard Class,West,High,11.94,3,0,5.97,0.41,35.82,35.82
Consumer,First Class,West,High,1679.96,5,0.2,126,175.16,8399.8,6719.84
Corporate,Standard Class,East,Medium,497.61,9,0,129.38,33.3,4478.49,4478.49
Consumer,Standard Class,North,High,177.52,4,0,7.04,20.05,710.08,710.08
Consumer,Standard Class,North Asia,Medium,298.62,7,0,44.73,16.11,2090.34,2090.34
Corporate,Standard Class,East,Medium,177.57,2,0.2,-37.73,14.21,355.136,284.11
Corporate,Second Class,North,Medium,108.91,3,0.2,29.89,12.24,326.736,261.39
Corporate,Standard Class,East,Medium,159.98,2,0,57.59,9.71,319.96,319.96
Consumer,Standard Class,North,Medium,87.3,5,0.4,-36.4,8.24,436.5,261.9
Consumer,Standard Class,North,Medium,115.64,1,0,0,6.73,115.64,115.64
Consumer,Standard Class,North,Medium,113.68,7,0,54.46,5.43,795.76,795.76
Consumer,Standard Class,Africa,Medium,61.92,4,0.7,-101.16,3.85,247.68,74.3
Consumer,Standard Class,North,Medium,64.4,7,0,20.58,3.77,450.8,450.8
Consumer,Standard Class,North,Medium,85.54,2,0.4,-55.62,3.29,171.072,102.64
Consumer,Standard Class,North,Medium,71.64,2,0,7.88,3.24,143.28,143.28
Consumer,Standard Class,North,High,21.96,3,0,2.82,2.89,65.88,65.88
Corporate,Standard Class,East,Medium,27.1,3,0.2,2.03,2.63,81.288,65.03
Consumer,Standard Class,Africa,Medium,41.58,4,0.7,-97.02,2.51,166.32,49.9
Consumer,Standard Class,Central,Low,15.51,1,0,0.45,2.49,15.51,15.51
Consumer,Standard Class,North,Medium,49.8,5,0,17.9,2.24,249,249
Corporate,Standard Class,East,Medium,20.86,2,0,9.39,1.58,41.72,41.72
Corporate,Standard Class,Africa,High,11.55,1,0,2.76,0.71,11.55,11.55
Corporate,Standard Class,East,Medium,5.34,2,0,1.5,0.32,10.68,10.68
Corporate,Standard Class,East,Medium,3.15,1,0,1.51,0.25,3.15,3.15
Consumer,Standard Class,Africa,Medium,4.19,2,0.7,-2.95,0.17,8.388,2.52
Corporate,Standard Class,East,Medium,6.91,3,0.2,2.51,0.14,20.736,16.59
Consumer,Standard Class,Central,Low,1207.67,8,0.402,-286.89,187.69,9661.38368,5777.51
Corporate,First Class,Central,Medium,3812.97,3,0,1906.48,102.76,11438.91,11438.91
Corporate,First Class,South,High,428.28,6,0,137.04,42.94,2569.68,2569.68
Consumer,Standard Class,Central,Medium,426.3,5,0,4.2,33.8,2131.5,2131.5
Corporate,Standard Class,Oceania,High,224.94,3,0.1,34.95,19.43,674.811,607.33
Corporate,Standard Class,Central,Medium,160.69,7,0.4,-58.97,14.57,1124.844,674.91
Consumer,Standard Class,Central,Medium,173.61,9,0,10.26,11.79,1562.49,1562.49
Corporate,First Class,South,High,52.38,3,0,1.56,10.39,157.14,157.14
Corporate,Standard Class,Oceania,High,283.61,8,0.1,37.61,9.12,2268.864,2041.98
Consumer,Standard Class,Central,Medium,83.25,3,0,18.27,7.76,249.75,249.75
Consumer,Standard Class,Central,Low,49.62,5,0.4,-31.48,6.28,248.1,148.86
Consumer,First Class,Central,Medium,78.4,5,0,35.2,5.84,392,392
Corporate,First Class,Central,Medium,186.73,1,0.1,41.5,5.66,186.732,168.06
Corporate,First Class,EMEA,High,63.66,2,0,17.82,3.73,127.32,127.32
Consumer,Second Class,North,Medium,28.98,3,0,0.84,3.53,86.94,86.94
Corporate,Standard Class,Oceania,High,38.02,2,0.1,16.9,2.81,76.032,68.43
Consumer,Standard Class,Central,Medium,23.83,3,0.2,2.68,2.22,71.496,57.2
Corporate,Second Class,Africa,Medium,15.18,1,0,0.3,1.91,15.18,15.18
Consumer,Standard Class,Central,Medium,18.87,1,0,4.71,1.81,18.87,18.87
Consumer,First Class,Central,Medium,9.88,1,0,1.28,1.19,9.88,9.88
Consumer,Standard Class,Central,Medium,40.26,2,0,10.44,1.14,80.52,80.52
Corporate,Standard Class,Central,Medium,26.02,4,0.4,-5.26,1.01,104.064,62.44
Consumer,Standard Class,Central,Medium,12.18,4,0.8,-18.87,0.99,48.704,9.74
Consumer,Standard Class,Central,Medium,21.42,2,0,3.42,0.61,42.84,42.84
Consumer,First Class,Central,Medium,74.08,2,0,11.08,0.37,148.16,148.16
Consumer,Standard Class,Central,Medium,8.65,3,0.8,-20.33,0.36,25.956,5.19
Consumer,Standard Class,South,High,1232.28,3,0,529.83,185.6,3696.84,3696.84
Consumer,Standard Class,Africa,Medium,1845.72,4,0,18.36,178.56,7382.88,7382.88
Corporate,Second Class,Central,Medium,1447.81,7,0.15,596.05,157.34,10134.6945,8614.49
Consumer,Standard Class,Central,Medium,825.36,5,0.4,-495.24,78.95,4126.8,2476.08
Consumer,Standard Class,South,High,990.36,9,0,435.51,78.82,8913.24,8913.24
Corporate,Standard Class,Central,High,667.92,3,0.15,-110.04,73,2003.7645,1703.2
Consumer,Standard Class,Oceania,Medium,553.64,5,0.1,-18.46,65.38,2768.175,2491.36
Corporate,Standard Class,Central,High,355.97,8,0.1,-11.95,44.61,2847.744,2562.97
Corporate,First Class,EMEA,Critical,98.02,2,0.6,-137.24,32.45,196.032,78.41
Corporate,Standard Class,Central,Medium,356.56,2,0.1,19.78,29.65,713.124,641.81
Consumer,Second Class,EMEA,Medium,198,4,0,65.28,29.4,792,792
Corporate,Standard Class,Central,High,439.34,4,0.1,63.38,27.98,1757.376,1581.64
Corporate,Second Class,Southeast Asia,Medium,524.28,2,0,131.04,26.61,1048.56,1048.56
Consumer,Second Class,Central Asia,High,168.6,1,0,79.23,25.8,168.6,168.6
Corporate,Standard Class,Central,High,345.06,3,0,0,22.56,1035.18,1035.18
Corporate,Standard Class,Central,Medium,220.27,4,0.32,-42.11,20.55,881.0624,599.12
Consumer,First Class,West,High,123.92,4,0,33.46,18.3,495.68,495.68
Corporate,Standard Class,South,Medium,224.82,3,0,92.16,17.06,674.46,674.46
Corporate,Standard Class,Central,High,109.92,2,0,38.46,17.03,219.84,219.84
